Id;IdTactic;NumFormation;NumPlayer;Position;LocationX;LocationY;A;B
59;6899;2;3;1;11;32;0;0
60;6899;2;4;3;15;88;0;0
61;6899;2;5;2;15;16;0;0
62;6899;2;6;4;25;52;0;0
63;6899;2;7;5;25;76;0;0
64;6899;2;8;5;25;28;0;0
65;6899;2;9;12;43;68;0;0
66;6899;2;10;12;43;36;0;0
67;6900;0;0;0;3;52;0;0
68;6900;0;1;1;11;64;0;0
69;6900;0;2;1;11;40;0;0
70;6900;0;3;3;13;88;0;0
71;6900;0;4;2;13;16;0;0
72;6900;0;5;5;23;64;0;0
73;6900;0;6;5;23;40;0;0
74;6900;0;7;7;25;88;0;0
75;6900;0;8;6;25;16;0;0
76;6900;0;9;8;33;52;0;0
77;6900;0;10;12;43;52;0;0
78;6900;1;0;0;3;52;0;0
79;6900;1;1;1;11;64;0;0
80;6900;1;2;1;11;40;0;0
81;6900;1;3;3;13;88;0;0
82;6900;1;4;2;13;16;0;0
83;6900;1;5;5;23;64;0;0
84;6900;1;6;5;23;40;0;0
85;6900;1;7;7;25;88;0;0
86;6900;1;8;6;25;16;0;0
87;6900;1;9;8;33;52;0;0
88;6900;1;10;12;43;52;0;0
89;6900;2;0;0;3;52;0;0
90;6900;2;1;1;11;64;0;0
91;6900;2;2;1;11;40;0;0
92;6900;2;3;3;13;88;0;0
93;6900;2;4;2;13;16;0;0
94;6900;2;5;5;23;64;0;0
95;6900;2;6;5;23;40;0;0
96;6900;2;7;7;25;88;0;0
97;6900;2;8;6;25;16;0;0
98;6900;2;9;8;33;52;0;0
99;6900;2;10;12;43;52;0;0
100;6901;0;0;0;3;52;0;0
101;6901;0;1;1;11;64;0;0
102;6901;0;2;1;11;40;0;0
103;6901;0;3;3;13;88;0;0
104;6901;0;4;2;13;16;0;0
105;6901;0;5;5;23;64;0;0
106;6901;0;6;5;23;40;0;0
107;6901;0;7;7;25;88;0;0
108;6901;0;8;6;25;16;0;0
109;6901;0;9;8;33;52;0;0
110;6901;0;10;12;43;52;0;0
111;6901;1;0;0;3;52;0;0
112;6901;1;1;1;11;64;0;0
113;6901;1;2;1;11;40;0;0
114;6901;1;3;3;13;88;0;0
115;6901;1;4;2;13;16;0;0
116;6901;1;5;5;23;64;0;0
117;6901;1;6;5;23;40;0;0
118;6901;1;7;7;25;88;0;0
119;6901;1;8;6;25;16;0;0
120;6901;1;9;8;33;52;0;0
121;6901;1;10;12;43;52;0;0
122;6901;2;0;0;3;52;0;0
123;6901;2;1;1;11;64;0;0
124;6901;2;2;1;11;40;0;0
125;6901;2;3;3;13;88;0;0
126;6901;2;4;2;13;16;0;0
127;6901;2;5;5;23;64;0;0
128;6901;2;6;5;23;40;0;0
129;6901;2;7;7;25;88;0;0
130;6901;2;8;6;25;16;0;0
131;6901;2;9;8;33;52;0;0
132;6901;2;10;12;43;52;0;0
133;6902;0;0;0;3;52;0;0
134;6902;0;1;1;11;52;0;0
135;6902;0;2;1;11;72;0;0
136;6902;0;3;1;11;32;0;0
137;6902;0;4;4;21;64;0;0
138;6902;0;5;5;21;40;0;0
139;6902;0;6;7;25;88;0;0
140;6902;0;7;6;25;16;0;0
141;6902;0;8;11;39;84;0;0
142;6902;0;9;11;39;20;0;0
143;6902;0;10;12;43;52;0;0
144;6902;1;0;0;3;52;0;0
145;6902;1;1;1;11;52;0;0
146;6902;1;2;1;11;72;0;0
147;6902;1;3;1;11;32;0;0
148;6902;1;4;4;21;64;0;0
149;6902;1;5;5;21;40;0;0
150;6902;1;6;7;25;88;0;0
151;6902;1;7;6;25;16;0;0
152;6902;1;8;11;39;84;0;0
153;6902;1;9;11;39;20;0;0
154;6902;1;10;12;43;52;0;0
155;6902;2;0;0;3;52;0;0
156;6902;2;1;1;11;52;0;0
157;6902;2;2;1;11;72;0;0
158;6902;2;3;1;11;32;0;0
159;6902;2;4;4;21;64;0;0
160;6902;2;5;5;21;40;0;0
161;6902;2;6;7;25;88;0;0
162;6902;2;7;6;25;16;0;0
163;6902;2;8;11;39;84;0;0
164;6902;2;9;11;39;20;0;0
165;6902;2;10;12;43;52;0;0
166;6903;0;0;0;3;52;0;0
167;6903;0;1;1;11;52;0;0
168;6903;0;2;1;11;72;0;0
169;6903;0;3;1;11;32;0;0
170;6903;0;4;4;21;64;0;0
171;6903;0;5;5;21;40;0;0
172;6903;0;6;7;25;88;0;0
173;6903;0;7;6;25;16;0;0
174;6903;0;8;11;39;84;0;0
175;6903;0;9;11;39;20;0;0
176;6903;0;10;12;43;52;0;0
177;6903;1;0;0;3;52;0;0
178;6903;1;1;1;11;52;0;0
179;6903;1;2;1;11;72;0;0
180;6903;1;3;1;11;32;0;0
181;6903;1;4;4;21;64;0;0
182;6903;1;5;5;21;40;0;0
183;6903;1;6;7;25;88;0;0
184;6903;1;7;6;25;16;0;0
185;6903;1;8;11;39;84;0;0
186;6903;1;9;11;39;20;0;0
187;6903;1;10;12;43;52;0;0
188;6903;2;0;0;3;52;0;0
189;6903;2;1;1;11;52;0;0
190;6903;2;2;1;11;72;0;0
191;6903;2;3;1;11;32;0;0
192;6903;2;4;4;21;64;0;0
193;6903;2;5;5;21;40;0;0
194;6903;2;6;7;25;88;0;0
195;6903;2;7;6;25;16;0;0
196;6903;2;8;11;39;84;0;0
197;6903;2;9;11;39;20;0;0
198;6903;2;10;12;43;52;0;0
199;6904;0;0;0;3;52;0;0
200;6904;0;1;1;11;64;0;0
201;6904;0;2;1;11;40;0;0
202;6904;0;3;3;15;88;0;0
203;6904;0;4;2;15;16;0;0
204;6904;0;5;4;21;64;0;0
205;6904;0;6;4;21;40;0;0
206;6904;0;7;7;31;88;0;0
207;6904;0;8;6;31;16;0;0
208;6904;0;9;8;31;52;0;0
209;6904;0;10;12;41;52;0;0
210;6904;1;0;0;3;52;0;0
211;6904;1;1;1;11;64;0;0
212;6904;1;2;1;11;40;0;0
213;6904;1;3;3;15;88;0;0
214;6904;1;4;2;15;16;0;0
215;6904;1;5;4;21;64;0;0
216;6904;1;6;4;21;40;0;0
217;6904;1;7;7;31;88;0;0
218;6904;1;8;6;31;16;0;0
219;6904;1;9;8;31;52;0;0
220;6904;1;10;12;41;52;0;0
221;6904;2;0;0;3;52;0;0
222;6904;2;1;1;11;64;0;0
223;6904;2;2;1;11;40;0;0
224;6904;2;3;3;15;88;0;0
225;6904;2;4;2;15;16;0;0
226;6904;2;5;4;21;64;0;0
227;6904;2;6;4;21;40;0;0
228;6904;2;7;7;31;88;0;0
229;6904;2;8;6;31;16;0;0
230;6904;2;9;8;31;52;0;0
231;6904;2;10;12;41;52;0;0
232;6905;0;0;0;3;52;0;0
233;6905;0;1;1;11;64;0;0
234;6905;0;2;1;11;40;0;0
235;6905;0;3;3;13;88;0;0
236;6905;0;4;2;13;16;0;0
237;6905;0;5;4;25;52;0;0
238;6905;0;6;5;25;76;0;0
239;6905;0;7;5;25;28;0;0
240;6905;0;8;10;39;84;0;0
241;6905;0;9;9;39;20;0;0
242;6905;0;10;12;43;52;0;0
243;6905;1;0;0;3;52;0;0
244;6905;1;1;1;11;64;0;0
245;6905;1;2;1;11;40;0;0
246;6905;1;3;3;13;88;0;0
247;6905;1;4;2;13;16;0;0
248;6905;1;5;4;25;52;0;0
249;6905;1;6;5;25;76;0;0
250;6905;1;7;5;25;28;0;0
251;6905;1;8;10;39;84;0;0
252;6905;1;9;9;39;20;0;0
253;6905;1;10;12;43;52;0;0
254;6905;2;0;0;3;52;0;0
255;6905;2;1;1;11;64;0;0
256;6905;2;2;1;11;40;0;0
257;6905;2;3;3;13;88;0;0
258;6905;2;4;2;13;16;0;0
259;6905;2;5;4;25;52;0;0
260;6905;2;6;5;25;76;0;0
261;6905;2;7;5;25;28;0;0
262;6905;2;8;10;39;84;0;0
263;6905;2;9;9;39;20;0;0
264;6905;2;10;12;43;52;0;0
265;6906;0;0;0;3;52;0;0
266;6906;0;1;1;11;64;0;0
267;6906;0;2;1;11;40;0;0
268;6906;0;3;3;13;88;0;0
269;6906;0;4;2;13;16;0;0
270;6906;0;5;4;25;52;0;0
271;6906;0;6;5;25;76;0;0
272;6906;0;7;5;25;28;0;0
273;6906;0;8;10;39;84;0;0
274;6906;0;9;9;39;20;0;0
275;6906;0;10;12;43;52;0;0
276;6906;1;0;0;3;52;0;0
277;6906;1;1;1;11;64;0;0
278;6906;1;2;1;11;40;0;0
279;6906;1;3;3;13;88;0;0
280;6906;1;4;2;13;16;0;0
281;6906;1;5;4;25;52;0;0
282;6906;1;6;5;25;76;0;0
283;6906;1;7;5;25;28;0;0
284;6906;1;8;10;39;84;0;0
285;6906;1;9;9;39;20;0;0
286;6906;1;10;12;43;52;0;0
287;6906;2;0;0;3;52;0;0
288;6906;2;1;1;11;64;0;0
289;6906;2;2;1;11;40;0;0
290;6906;2;3;3;13;88;0;0
291;6906;2;4;2;13;16;0;0
292;6906;2;5;4;25;52;0;0
293;6906;2;6;5;25;76;0;0
294;6906;2;7;5;25;28;0;0
295;6906;2;8;10;39;84;0;0
296;6906;2;9;9;39;20;0;0
297;6906;2;10;12;43;52;0;0
298;6907;0;0;0;3;52;0;0
299;6907;0;1;1;11;64;0;0
300;6907;0;2;1;11;40;0;0
301;6907;0;3;3;13;88;0;0
302;6907;0;4;2;13;16;0;0
303;6907;0;5;4;19;64;0;0
304;6907;0;6;4;19;40;0;0
305;6907;0;7;7;31;88;0;0
306;6907;0;8;6;31;16;0;0
307;6907;0;9;8;31;52;0;0
308;6907;0;10;12;43;52;0;0
309;6907;1;0;0;3;52;0;0
310;6907;1;1;1;11;64;0;0
311;6907;1;2;1;11;40;0;0
312;6907;1;3;3;13;88;0;0
313;6907;1;4;2;13;16;0;0
314;6907;1;5;4;19;64;0;0
315;6907;1;6;4;19;40;0;0
316;6907;1;7;7;31;88;0;0
317;6907;1;8;6;31;16;0;0
318;6907;1;9;8;31;52;0;0
319;6907;1;10;12;43;52;0;0
320;6907;2;0;0;3;52;0;0
321;6907;2;1;1;11;64;0;0
322;6907;2;2;1;11;40;0;0
323;6907;2;3;3;13;88;0;0
324;6907;2;4;2;13;16;0;0
325;6907;2;5;4;19;64;0;0
326;6907;2;6;4;19;40;0;0
327;6907;2;7;7;31;88;0;0
328;6907;2;8;6;31;16;0;0
329;6907;2;9;8;31;52;0;0
330;6907;2;10;12;43;52;0;0
331;6908;0;0;0;3;52;0;0
332;6908;0;1;1;11;64;0;0
333;6908;0;2;1;11;40;0;0
334;6908;0;3;3;13;88;0;0
335;6908;0;4;2;13;16;0;0
336;6908;0;5;4;19;64;0;0
337;6908;0;6;4;19;40;0;0
338;6908;0;7;7;31;88;0;0
339;6908;0;8;6;31;16;0;0
340;6908;0;9;8;31;52;0;0
341;6908;0;10;12;43;52;0;0
342;6908;1;0;0;3;52;0;0
343;6908;1;1;1;11;64;0;0
344;6908;1;2;1;11;40;0;0
345;6908;1;3;3;13;88;0;0
346;6908;1;4;2;13;16;0;0
347;6908;1;5;4;19;64;0;0
348;6908;1;6;4;19;40;0;0
349;6908;1;7;7;31;88;0;0
350;6908;1;8;6;31;16;0;0
351;6908;1;9;8;31;52;0;0
352;6908;1;10;12;43;52;0;0
353;6908;2;0;0;3;52;0;0
354;6908;2;1;1;11;64;0;0
355;6908;2;2;1;11;40;0;0
356;6908;2;3;3;13;88;0;0
357;6908;2;4;2;13;16;0;0
358;6908;2;5;4;19;64;0;0
359;6908;2;6;4;19;40;0;0
360;6908;2;7;7;31;88;0;0
361;6908;2;8;6;31;16;0;0
362;6908;2;9;8;31;52;0;0
363;6908;2;10;12;43;52;0;0
364;6909;0;0;0;3;52;0;0
365;6909;0;1;1;11;64;0;0
366;6909;0;2;1;11;40;0;0
367;6909;0;3;3;13;88;0;0
368;6909;0;4;2;13;16;0;0
369;6909;0;5;5;25;52;0;0
370;6909;0;6;5;25;72;0;0
371;6909;0;7;5;25;32;0;0
372;6909;0;8;7;31;88;0;0
373;6909;0;9;6;31;16;0;0
374;6909;0;10;12;43;52;0;0
375;6909;1;0;0;3;52;0;0
376;6909;1;1;1;11;64;0;0
377;6909;1;2;1;11;40;0;0
378;6909;1;3;3;13;88;0;0
379;6909;1;4;2;13;16;0;0
380;6909;1;5;5;25;52;0;0
381;6909;1;6;5;25;72;0;0
382;6909;1;7;5;25;32;0;0
383;6909;1;8;7;31;88;0;0
384;6909;1;9;6;31;16;0;0
385;6909;1;10;12;43;52;0;0
386;6909;2;0;0;3;52;0;0
387;6909;2;1;1;11;64;0;0
388;6909;2;2;1;11;40;0;0
389;6909;2;3;3;13;88;0;0
390;6909;2;4;2;13;16;0;0
391;6909;2;5;5;25;52;0;0
392;6909;2;6;5;25;72;0;0
393;6909;2;7;5;25;32;0;0
394;6909;2;8;7;31;88;0;0
395;6909;2;9;6;31;16;0;0
396;6909;2;10;12;43;52;0;0
397;6910;0;0;0;3;52;0;0
398;6910;0;1;1;11;64;0;0
399;6910;0;2;1;11;40;0;0
400;6910;0;3;3;13;88;0;0
401;6910;0;4;2;13;16;0;0
402;6910;0;5;5;25;52;0;0
403;6910;0;6;5;25;72;0;0
404;6910;0;7;5;25;32;0;0
405;6910;0;8;7;31;88;0;0
406;6910;0;9;6;31;16;0;0
407;6910;0;10;12;43;52;0;0
408;6910;1;0;0;3;52;0;0
409;6910;1;1;1;11;64;0;0
410;6910;1;2;1;11;40;0;0
411;6910;1;3;3;13;88;0;0
412;6910;1;4;2;13;16;0;0
413;6910;1;5;5;25;52;0;0
414;6910;1;6;5;25;72;0;0
415;6910;1;7;5;25;32;0;0
416;6910;1;8;7;31;88;0;0
417;6910;1;9;6;31;16;0;0
418;6910;1;10;12;43;52;0;0
419;6910;2;0;0;3;52;0;0
420;6910;2;1;1;11;64;0;0
421;6910;2;2;1;11;40;0;0
422;6910;2;3;3;13;88;0;0
423;6910;2;4;2;13;16;0;0
424;6910;2;5;5;25;52;0;0
425;6910;2;6;5;25;72;0;0
426;6910;2;7;5;25;32;0;0
427;6910;2;8;7;31;88;0;0
428;6910;2;9;6;31;16;0;0
429;6910;2;10;12;43;52;0;0
430;6911;0;0;0;3;52;0;0
431;6911;0;1;1;11;64;0;0
432;6911;0;2;1;11;40;0;0
433;6911;0;3;3;13;88;0;0
434;6911;0;4;2;13;16;0;0
435;6911;0;5;4;19;64;0;0
436;6911;0;6;5;19;40;0;0
437;6911;0;7;7;31;88;0;0
438;6911;0;8;6;31;16;0;0
439;6911;0;9;8;31;52;0;0
440;6911;0;10;12;43;52;0;0
441;6911;1;0;0;3;52;0;0
442;6911;1;1;1;11;64;0;0
443;6911;1;2;1;11;40;0;0
444;6911;1;3;3;13;88;0;0
445;6911;1;4;2;13;16;0;0
446;6911;1;5;4;19;64;0;0
447;6911;1;6;5;19;40;0;0
448;6911;1;7;7;31;88;0;0
449;6911;1;8;6;31;16;0;0
450;6911;1;9;8;31;52;0;0
451;6911;1;10;12;43;52;0;0
452;6911;2;0;0;3;52;0;0
453;6911;2;1;1;11;64;0;0
454;6911;2;2;1;11;40;0;0
455;6911;2;3;3;13;88;0;0
456;6911;2;4;2;13;16;0;0
457;6911;2;5;4;19;64;0;0
458;6911;2;6;5;19;40;0;0
459;6911;2;7;7;31;88;0;0
460;6911;2;8;6;31;16;0;0
461;6911;2;9;8;31;52;0;0
462;6911;2;10;12;43;52;0;0
463;6912;0;0;0;3;52;0;0
464;6912;0;1;1;11;52;0;0
465;6912;0;2;1;11;72;0;0
466;6912;0;3;1;11;32;0;0
467;6912;0;4;3;15;88;0;0
468;6912;0;5;2;15;16;0;0
469;6912;0;6;5;23;64;0;0
470;6912;0;7;5;23;40;0;0
471;6912;0;8;7;33;84;0;0
472;6912;0;9;6;33;20;0;0
473;6912;0;10;12;41;52;0;0
474;6912;1;0;0;3;52;0;0
475;6912;1;1;1;11;52;0;0
476;6912;1;2;1;11;72;0;0
477;6912;1;3;1;11;32;0;0
478;6912;1;4;3;15;88;0;0
479;6912;1;5;2;15;16;0;0
480;6912;1;6;5;23;64;0;0
481;6912;1;7;5;23;40;0;0
482;6912;1;8;7;33;84;0;0
483;6912;1;9;6;33;20;0;0
484;6912;1;10;12;41;52;0;0
485;6912;2;0;0;3;52;0;0
486;6912;2;1;1;11;52;0;0
487;6912;2;2;1;11;72;0;0
488;6912;2;3;1;11;32;0;0
489;6912;2;4;3;15;88;0;0
490;6912;2;5;2;15;16;0;0
491;6912;2;6;5;23;64;0;0
492;6912;2;7;5;23;40;0;0
493;6912;2;8;7;33;84;0;0
494;6912;2;9;6;33;20;0;0
495;6912;2;10;12;41;52;0;0
496;6913;0;0;0;3;52;0;0
497;6913;0;1;1;11;52;0;0
498;6913;0;2;1;11;72;0;0
499;6913;0;3;1;11;32;0;0
500;6913;0;4;3;15;88;0;0
501;6913;0;5;2;15;16;0;0
502;6913;0;6;5;23;64;0;0
503;6913;0;7;5;23;40;0;0
504;6913;0;8;7;33;84;0;0
505;6913;0;9;6;33;20;0;0
506;6913;0;10;12;41;52;0;0
507;6913;1;0;0;3;52;0;0
508;6913;1;1;1;11;52;0;0
509;6913;1;2;1;11;72;0;0
510;6913;1;3;1;11;32;0;0
511;6913;1;4;3;15;88;0;0
512;6913;1;5;2;15;16;0;0
513;6913;1;6;5;23;64;0;0
514;6913;1;7;5;23;40;0;0
515;6913;1;8;7;33;84;0;0
516;6913;1;9;6;33;20;0;0
517;6913;1;10;12;41;52;0;0
518;6913;2;0;0;3;52;0;0
519;6913;2;1;1;11;52;0;0
520;6913;2;2;1;11;72;0;0
521;6913;2;3;1;11;32;0;0
522;6913;2;4;3;15;88;0;0
523;6913;2;5;2;15;16;0;0
524;6913;2;6;5;23;64;0;0
525;6913;2;7;5;23;40;0;0
526;6913;2;8;7;33;84;0;0
527;6913;2;9;6;33;20;0;0
528;6913;2;10;12;41;52;0;0
529;6917;0;0;0;3;52;0;0
530;6917;0;1;1;11;64;0;0
531;6917;0;2;1;11;40;0;0
532;6917;0;3;3;13;88;0;0
533;6917;0;4;2;13;16;0;0
534;6917;0;5;5;25;52;0;0
535;6917;0;6;5;25;72;0;0
536;6917;0;7;5;25;32;0;0
537;6917;0;8;10;39;84;0;0
538;6917;0;9;9;39;20;0;0
539;6917;0;10;12;43;52;0;0
540;6917;1;0;0;3;52;0;0
541;6917;1;1;1;11;64;0;0
542;6917;1;2;1;11;40;0;0
543;6917;1;3;3;13;88;0;0
544;6917;1;4;2;13;16;0;0
545;6917;1;5;5;25;52;0;0
546;6917;1;6;5;25;72;0;0
547;6917;1;7;5;25;32;0;0
548;6917;1;8;10;39;84;0;0
549;6917;1;9;9;39;20;0;0
550;6917;1;10;12;43;52;0;0
551;6917;2;0;0;3;52;0;0
552;6917;2;1;1;11;64;0;0
553;6917;2;2;1;11;40;0;0
554;6917;2;3;3;13;88;0;0
555;6917;2;4;2;13;16;0;0
556;6917;2;5;5;25;52;0;0
557;6917;2;6;5;25;72;0;0
558;6917;2;7;5;25;32;0;0
559;6917;2;8;10;39;84;0;0
560;6917;2;9;9;39;20;0;0
561;6917;2;10;12;43;52;0;0
562;6920;0;0;0;3;52;0;0
563;6920;0;1;1;11;64;0;0
564;6920;0;2;1;11;40;0;0
565;6920;0;3;3;13;88;0;0
566;6920;0;4;2;13;16;0;0
567;6920;0;5;5;25;52;0;0
568;6920;0;6;5;25;72;0;0
569;6920;0;7;5;25;32;0;0
570;6920;0;8;10;39;84;0;0
571;6920;0;9;9;39;20;0;0
572;6920;0;10;12;43;52;0;0
573;6920;1;0;0;3;52;0;0
574;6920;1;1;1;11;64;0;0
575;6920;1;2;1;11;40;0;0
576;6920;1;3;3;13;88;0;0
577;6920;1;4;2;13;16;0;0
578;6920;1;5;5;25;52;0;0
579;6920;1;6;5;25;72;0;0
580;6920;1;7;5;25;32;0;0
581;6920;1;8;10;39;84;0;0
582;6920;1;9;9;39;20;0;0
583;6920;1;10;12;43;52;0;0
584;6920;2;0;0;3;52;0;0
585;6920;2;1;1;11;64;0;0
586;6920;2;2;1;11;40;0;0
587;6920;2;3;3;13;88;0;0
588;6920;2;4;2;13;16;0;0
589;6920;2;5;5;25;52;0;0
590;6920;2;6;5;25;72;0;0
591;6920;2;7;5;25;32;0;0
592;6920;2;8;10;39;84;0;0
593;6920;2;9;9;39;20;0;0
594;6920;2;10;12;43;52;0;0
595;6921;0;0;0;3;52;0;0
596;6921;0;1;1;11;64;0;0
597;6921;0;2;1;11;40;0;0
598;6921;0;3;3;13;88;0;0
599;6921;0;4;2;13;16;0;0
600;6921;0;5;5;25;52;0;0
601;6921;0;6;5;25;72;0;0
602;6921;0;7;5;25;32;0;0
603;6921;0;8;10;39;84;0;0
604;6921;0;9;9;39;20;0;0
605;6921;0;10;12;43;52;0;0
606;6921;1;0;0;3;52;0;0
607;6921;1;1;1;11;64;0;0
608;6921;1;2;1;11;40;0;0
609;6921;1;3;3;13;88;0;0
610;6921;1;4;2;13;16;0;0
611;6921;1;5;5;25;52;0;0
612;6921;1;6;5;25;72;0;0
613;6921;1;7;5;25;32;0;0
614;6921;1;8;10;39;84;0;0
615;6921;1;9;9;39;20;0;0
616;6921;1;10;12;43;52;0;0
617;6921;2;0;0;3;52;0;0
618;6921;2;1;1;11;64;0;0
619;6921;2;2;1;11;40;0;0
620;6921;2;3;3;13;88;0;0
621;6921;2;4;2;13;16;0;0
622;6921;2;5;5;25;52;0;0
623;6921;2;6;5;25;72;0;0
624;6921;2;7;5;25;32;0;0
625;6921;2;8;10;39;84;0;0
626;6921;2;9;9;39;20;0;0
627;6921;2;10;12;43;52;0;0
628;6922;0;0;0;3;52;0;0
629;6922;0;1;1;11;64;0;0
630;6922;0;2;1;11;40;0;0
631;6922;0;3;3;13;88;0;0
632;6922;0;4;2;13;16;0;0
633;6922;0;5;5;25;52;0;0
634;6922;0;6;5;25;72;0;0
635;6922;0;7;5;25;32;0;0
636;6922;0;8;10;39;84;0;0
637;6922;0;9;9;39;20;0;0
638;6922;0;10;12;43;52;0;0
639;6922;1;0;0;3;52;0;0
640;6922;1;1;1;11;64;0;0
641;6922;1;2;1;11;40;0;0
642;6922;1;3;3;13;88;0;0
643;6922;1;4;2;13;16;0;0
644;6922;1;5;5;25;52;0;0
645;6922;1;6;5;25;72;0;0
646;6922;1;7;5;25;32;0;0
647;6922;1;8;10;39;84;0;0
648;6922;1;9;9;39;20;0;0
649;6922;1;10;12;43;52;0;0
650;6922;2;0;0;3;52;0;0
651;6922;2;1;1;11;64;0;0
652;6922;2;2;1;11;40;0;0
653;6922;2;3;3;13;88;0;0
654;6922;2;4;2;13;16;0;0
655;6922;2;5;5;25;52;0;0
656;6922;2;6;5;25;72;0;0
657;6922;2;7;5;25;32;0;0
658;6922;2;8;10;39;84;0;0
659;6922;2;9;9;39;20;0;0
660;6922;2;10;12;43;52;0;0
661;6925;0;0;0;3;52;0;0
662;6925;0;1;1;11;64;0;0
663;6925;0;2;1;11;40;0;0
664;6925;0;3;3;13;88;0;0
665;6925;0;4;2;13;16;0;0
666;6925;0;5;4;25;52;0;0
667;6925;0;6;5;25;72;0;0
668;6925;0;7;5;25;32;0;0
669;6925;0;8;10;39;84;0;0
670;6925;0;9;9;39;20;0;0
671;6925;0;10;12;43;52;0;0
672;6925;1;0;0;3;52;0;0
673;6925;1;1;1;11;64;0;0
674;6925;1;2;1;11;40;0;0
675;6925;1;3;3;13;88;0;0
676;6925;1;4;2;13;16;0;0
677;6925;1;5;4;25;52;0;0
678;6925;1;6;5;25;72;0;0
679;6925;1;7;5;25;32;0;0
680;6925;1;8;10;39;84;0;0
681;6925;1;9;9;39;20;0;0
682;6925;1;10;12;43;52;0;0
683;6925;2;0;0;3;52;0;0
684;6925;2;1;1;11;64;0;0
685;6925;2;2;1;11;40;0;0
686;6925;2;3;3;13;88;0;0
687;6925;2;4;2;13;16;0;0
688;6925;2;5;4;25;52;0;0
689;6925;2;6;5;25;72;0;0
690;6925;2;7;5;25;32;0;0
691;6925;2;8;10;39;84;0;0
692;6925;2;9;9;39;20;0;0
693;6925;2;10;12;43;52;0;0
694;6926;0;0;0;3;52;0;0
695;6926;0;1;1;11;64;0;0
696;6926;0;2;1;11;40;0;0
697;6926;0;3;3;13;88;0;0
698;6926;0;4;2;13;16;0;0
699;6926;0;5;4;25;52;0;0
700;6926;0;6;5;25;72;0;0
701;6926;0;7;5;25;32;0;0
702;6926;0;8;10;39;84;0;0
703;6926;0;9;9;39;20;0;0
704;6926;0;10;12;43;52;0;0
705;6926;1;0;0;3;52;0;0
706;6926;1;1;1;11;64;0;0
707;6926;1;2;1;11;40;0;0
708;6926;1;3;3;13;88;0;0
709;6926;1;4;2;13;16;0;0
710;6926;1;5;4;25;52;0;0
711;6926;1;6;5;25;72;0;0
712;6926;1;7;5;25;32;0;0
713;6926;1;8;10;39;84;0;0
714;6926;1;9;9;39;20;0;0
715;6926;1;10;12;43;52;0;0
716;6926;2;0;0;3;52;0;0
717;6926;2;1;1;11;64;0;0
718;6926;2;2;1;11;40;0;0
719;6926;2;3;3;13;88;0;0
720;6926;2;4;2;13;16;0;0
721;6926;2;5;4;25;52;0;0
722;6926;2;6;5;25;72;0;0
723;6926;2;7;5;25;32;0;0
724;6926;2;8;10;39;84;0;0
725;6926;2;9;9;39;20;0;0
726;6926;2;10;12;43;52;0;0
727;6927;0;0;0;3;52;0;0
728;6927;0;1;1;11;64;0;0
729;6927;0;2;1;11;40;0;0
730;6927;0;3;3;13;88;0;0
731;6927;0;4;2;13;16;0;0
732;6927;0;5;5;25;52;0;0
