Id;IdPlayer;IdTeam;ShirtNumber;Position;Captain;Short Free Kick;Long Free Kick;Right Corner;Left Corner;Penalty;Value1
3340939;101784;3;20;19;False;False;False;False;False;False;0
3340940;101028;3;3;5;True;False;False;False;False;False;0
3340941;112069;3;6;3;False;False;False;False;False;False;0
3340942;121448;3;11;10;False;False;False;False;False;False;0
3340943;121441;3;14;17;False;False;False;False;False;False;0
3340944;108243;3;18;20;False;False;False;False;False;False;0
3340945;116139;3;17;18;False;False;False;False;False;False;0
3340946;101191;3;22;15;False;False;False;False;False;False;0
3340947;116296;3;13;21;False;False;False;False;False;False;0
3340948;132227;3;9;22;False;False;False;False;False;False;0
3341087;123206;4;17;13;False;False;False;False;False;False;0
3341088;114948;4;22;2;False;False;False;False;False;False;0
3341089;110946;4;6;1;False;False;False;False;False;False;0
3341090;118657;4;15;3;False;False;False;False;False;False;0
3341091;126958;4;4;14;False;False;False;False;False;False;0
3341092;114999;4;13;10;False;False;False;False;False;False;0
3341093;39245;4;9;22;False;False;False;False;False;False;0
3341094;44560;4;7;6;False;False;False;False;False;False;0
3341095;111139;4;16;17;False;False;False;False;False;False;0
3341096;38082;4;8;7;False;False;False;False;False;False;0
3341097;32135;4;1;0;False;False;False;False;False;False;0
3341098;45458;4;21;11;False;False;False;False;False;False;0
3341099;112962;4;12;12;False;False;False;False;False;False;0
3341100;45134;4;5;5;False;False;False;False;False;False;0
3341101;44565;4;2;16;False;False;False;False;False;False;0
3341102;103511;4;23;21;False;False;False;False;False;False;0
3341103;109129;4;18;20;False;False;False;False;False;False;0
3341104;109128;4;10;19;False;False;False;False;False;False;0
3341105;115227;4;19;18;False;False;False;False;False;False;0
3341106;115652;4;14;15;False;False;False;False;False;False;0
3341107;133744;4;3;4;False;False;False;False;False;False;0
3341108;35496;4;11;8;True;True;True;True;True;True;0
3341109;110947;4;20;9;False;False;False;False;False;False;0
3340673;104337;5;15;14;False;False;False;False;False;False;0
3340674;109329;5;6;2;False;False;False;False;False;False;0
3340675;47785;5;5;1;False;False;False;False;False;False;0
3340676;100400;5;20;13;False;False;False;False;False;False;0
3340677;47287;5;9;10;True;False;False;False;False;True;0
3340678;113066;5;22;22;False;False;False;False;False;False;0
3340679;40295;5;4;6;False;False;False;False;False;False;0
3340680;45126;5;8;18;False;False;False;False;False;False;0
3340681;108959;5;16;5;False;False;False;False;False;False;0
3340682;107691;5;19;17;False;False;False;False;False;False;0
3340683;47286;5;1;0;False;False;False;False;False;False;0
3340684;103830;5;13;11;False;False;False;False;False;False;0
3340685;111450;5;23;12;False;False;False;False;False;False;0
3340686;110079;5;3;4;False;False;False;False;False;False;0
3340687;37201;5;14;16;False;False;False;False;False;False;0
3340688;45268;5;7;9;False;False;False;False;False;False;0
3340689;110638;5;10;21;False;False;False;False;False;False;0
3340690;44702;5;21;7;False;False;False;False;False;False;0
3340691;114036;5;18;19;False;False;False;False;False;False;0
3340692;118096;5;17;20;False;False;False;False;False;False;0
3340693;113405;5;2;3;False;True;True;True;True;False;0
3340694;100299;5;12;15;False;False;False;False;False;False;0
3340695;118007;5;11;8;False;False;False;False;False;False;0
3358450;34868;6;1;0;False;False;False;False;False;False;0
3358451;9133;6;3;1;False;False;False;False;False;False;0
3358452;111800;6;4;2;False;False;False;False;False;False;0
3358453;47787;6;20;3;False;False;False;False;False;False;0
3358454;59835;6;5;4;False;False;False;False;False;False;0
3358455;43015;6;13;5;False;False;False;False;False;False;0
3358456;9138;6;8;6;False;False;False;True;False;False;0
3358457;60512;6;11;7;False;False;True;False;True;False;0
3358458;104226;6;10;8;False;False;False;False;False;False;0
3358459;126336;6;23;9;False;False;False;False;False;False;0
3358460;4522;6;7;10;True;True;False;False;False;True;0
3358461;40990;6;12;11;False;False;False;False;False;False;0
3358462;47215;6;22;12;False;False;False;False;False;False;0
3358463;34799;6;6;13;False;False;False;False;False;False;0
3358464;46819;6;15;14;False;False;False;False;False;False;0
3358465;102766;6;2;15;False;False;False;False;False;False;0
3358466;60627;6;14;16;False;False;False;False;False;False;0
3358467;104204;6;18;18;False;False;False;False;False;False;0
3358468;117087;6;19;19;False;False;False;False;False;False;0
3358469;126673;6;17;20;False;False;False;False;False;False;0
3358470;108233;6;21;21;False;False;False;False;False;False;0
3358471;44171;6;16;17;False;False;False;False;False;False;0
3358472;109343;6;9;22;False;False;False;False;False;False;0
3340972;7329;7;15;1;True;True;False;False;False;True;0
3340973;45290;7;4;2;False;False;False;False;False;False;0
3340974;5518;7;3;13;False;False;False;False;False;False;0
3340975;109997;7;6;14;False;False;False;False;False;False;0
3340976;46828;7;9;22;False;False;False;False;False;False;0
3340977;43094;7;7;10;False;False;False;False;False;False;0
3340978;116751;7;19;8;False;False;False;False;False;False;0
3340979;63497;7;12;7;False;False;False;False;False;False;0
3340980;41126;7;10;6;False;False;True;True;True;False;0
3340981;9375;7;20;18;False;False;False;False;False;False;0
3340982;108239;7;17;19;False;False;False;False;False;False;0
3340983;38568;7;5;17;False;False;False;False;False;False;0
3340984;110815;7;16;5;False;False;False;False;False;False;0
3340985;40571;7;1;0;False;False;False;False;False;False;0
3340986;47242;7;13;11;False;False;False;False;False;False;0
3340987;61147;7;23;12;False;False;False;False;False;False;0
3340988;61058;7;18;4;False;False;False;False;False;False;0
3340989;44946;7;14;16;False;False;False;False;False;False;0
3340990;133215;7;22;9;False;False;False;False;False;False;0
3340991;42556;7;8;20;False;False;False;False;False;False;0
3340992;57353;7;2;3;False;False;False;False;False;False;0
3340993;100510;7;21;15;False;False;False;False;False;False;0
3340994;61050;7;11;21;False;False;False;False;False;False;0
3359135;43076;8;4;1;False;False;False;False;False;False;0
3359136;103206;8;3;2;False;False;False;False;False;False;0
3359137;45076;8;18;13;False;False;False;False;False;False;0
3359138;104418;8;5;14;False;False;False;False;False;False;0
3359139;38627;8;9;9;False;False;False;False;False;False;0
3359140;110718;8;10;10;False;False;False;False;False;False;0
3359141;42296;8;22;21;False;False;False;False;False;False;0
3359142;47711;8;20;22;False;False;False;False;False;False;0
3359143;101334;8;13;5;False;False;False;False;False;False;0
3359144;45023;8;6;6;False;False;True;True;True;False;0
3359145;47051;8;14;7;False;False;False;False;False;False;0
3359146;37035;8;17;17;False;False;False;False;False;False;0
3359147;114053;8;8;18;False;False;False;False;False;False;0
3359148;110626;8;11;20;False;False;False;False;False;False;0
3359149;8574;8;1;0;True;False;False;False;False;False;0
3359150;37026;8;16;11;False;False;False;False;False;False;0
3359151;60447;8;23;12;False;False;False;False;False;False;0
3359152;104717;8;21;4;False;False;False;False;False;False;0
3359153;45089;8;19;16;False;False;False;False;False;False;0
3359154;42316;8;7;8;False;True;False;False;False;True;0
3359155;104752;8;2;3;False;False;False;False;False;False;0
3359156;104271;8;12;15;False;False;False;False;False;False;0
3359157;60446;8;15;19;False;False;False;False;False;False;0
3340581;103293;9;3;1;False;False;False;False;False;False;0
3340582;38796;9;2;2;False;False;False;False;False;False;0
3340583;34905;9;5;3;False;False;False;False;False;False;0
3340584;113241;9;4;13;False;False;False;False;False;False;0
3340585;40122;9;9;10;False;False;False;False;False;True;0
3340586;38845;9;20;20;False;False;False;False;False;False;0
3340587;40065;9;14;21;False;False;False;False;False;False;0
3340588;44401;9;23;22;False;False;False;False;False;False;0
3340589;59801;9;8;5;False;False;False;False;False;False;0
3340590;46642;9;19;15;False;False;False;False;False;False;0
3340591;59802;9;22;16;False;False;False;False;False;False;0
3340592;113244;9;18;17;False;False;False;False;False;False;0
3340593;37827;9;6;4;False;False;False;False;False;False;0
3340594;44383;9;1;0;False;False;False;False;False;False;0
3340595;42664;9;12;11;False;False;False;False;False;False;0
3340596;63777;9;13;12;False;False;False;False;False;False;0
3340597;57213;9;11;18;False;False;False;False;False;False;0
3340598;127516;9;17;19;False;False;False;False;False;False;0
3340599;63916;9;16;7;False;False;False;False;False;False;0
3340600;36998;9;10;9;True;False;False;False;False;False;0
3340601;44379;9;7;8;False;True;True;True;True;False;0
3340602;46647;9;15;6;False;False;False;False;False;False;0
3340603;117886;9;21;14;False;False;False;False;False;False;0
3340811;114105;10;3;1;False;False;False;False;False;False;0
3340812;44840;10;4;2;False;False;False;False;False;False;0
3340813;38797;10;17;13;False;False;False;False;False;False;0
3340814;40875;10;2;14;False;False;False;False;False;False;0
3340815;59766;10;5;15;False;False;False;False;False;False;0
3340816;46879;10;9;10;False;True;False;False;False;True;0
3340817;38491;10;19;20;False;False;False;False;False;False;0
3340818;103142;10;14;21;False;False;False;False;False;False;0
3340819;117832;10;18;22;False;False;False;False;False;False;0
3340820;46866;10;15;5;False;False;False;False;False;False;0
3340821;108662;10;21;6;False;False;True;False;False;False;0
3340822;36288;10;8;9;True;False;False;False;False;False;0
3340823;38499;10;16;16;False;False;False;False;False;False;0
3340824;38635;10;1;0;False;False;False;False;False;False;0
3340825;39161;10;13;11;False;False;False;False;False;False;0
3340826;42539;10;23;12;False;False;False;False;False;False;0
3340827;42660;10;12;4;False;False;False;False;False;False;0
3340828;6259;10;6;19;False;False;False;False;False;False;0
3340829;63489;10;11;8;False;False;False;False;False;False;0
3340830;107941;10;20;17;False;False;False;False;False;False;0
3340831;111986;10;22;3;False;False;False;False;False;False;0
3340832;44849;10;10;7;False;False;False;True;True;False;0
3340833;114627;10;7;18;False;False;False;False;False;False;0
3341018;59486;11;22;1;False;False;False;False;False;False;0
3341019;109126;11;4;2;False;False;False;False;False;False;0
3341020;109124;11;5;3;False;False;False;False;False;False;0
3341021;110790;11;14;13;False;False;False;False;False;False;0
3341022;101875;11;7;10;False;False;False;False;False;False;0
3341023;41063;11;9;9;False;False;False;False;False;False;0
3341024;59985;11;8;22;False;False;False;False;False;False;0
3341025;110812;11;15;17;False;False;False;False;False;False;0
3341026;111138;11;18;8;False;False;False;False;False;False;0
3341027;114398;11;2;18;False;False;False;False;False;False;0
3341028;113338;11;17;6;False;False;False;False;False;False;0
3341029;42424;11;10;7;True;False;False;False;False;False;0
3341030;36627;11;1;0;False;False;False;False;False;False;0
3341031;117410;11;12;11;False;False;False;False;False;False;0
3341032;119461;11;21;12;False;False;False;False;False;False;0
3341033;43467;11;13;5;False;True;True;True;True;True;0
3341034;103036;11;3;16;False;False;False;False;False;False;0
3341035;111032;11;11;19;False;False;False;False;False;False;0
3341036;119463;11;19;20;False;False;False;False;False;False;0
3341037;117804;11;16;15;False;False;False;False;False;False;0
3341038;126231;11;6;14;False;False;False;False;False;False;0
3341039;101011;11;20;4;False;False;False;False;False;False;0
3341040;40422;11;23;21;False;False;False;False;False;False;0
3340788;33079;12;19;1;False;False;False;False;False;False;0
3340789;44676;12;15;13;False;False;False;False;False;False;0
3340790;8851;12;3;2;True;False;False;False;False;False;0
3340791;114662;12;5;14;False;False;False;False;False;False;0
3340792;41066;12;17;10;False;False;False;False;False;True;0
3340793;100607;12;9;22;False;False;False;False;False;False;0
3340794;103686;12;18;6;False;False;False;False;False;False;0
3340795;46003;12;6;7;False;False;False;False;False;False;0
3340796;108096;12;7;9;False;False;False;False;False;False;0
3340797;59458;12;8;5;False;True;True;True;True;False;0
3340798;107949;12;13;17;False;False;False;False;False;False;0
3340799;108279;12;21;0;False;False;False;False;False;False;0
3340800;32764;12;1;11;False;False;False;False;False;False;0
3340801;102299;12;23;12;False;False;False;False;False;False;0
3340802;59481;12;11;19;False;False;False;False;False;False;0
3340803;100630;12;4;4;False;False;False;False;False;False;0
3340804;59993;12;22;16;False;False;False;False;False;False;0
3340805;46235;12;10;21;False;False;False;False;False;False;0
3340806;114909;12;12;18;False;False;False;False;False;False;0
3340807;47011;12;16;3;False;False;False;False;False;False;0
3340808;116970;12;2;15;False;False;False;False;False;False;0
3340809;114235;12;14;8;False;False;False;False;False;False;0
3340810;100117;12;20;20;False;False;False;False;False;False;0
3340627;45065;13;4;2;False;False;False;False;False;False;0
3340628;36203;13;17;13;False;False;False;False;False;False;0
3340629;45208;13;6;1;False;False;False;False;False;False;0
3340630;102719;13;19;10;False;False;False;False;False;False;0
3340631;116061;13;11;21;False;False;False;False;False;False;0
3340632;136771;13;9;22;False;False;False;False;False;False;0
3340633;46564;13;8;7;True;True;True;True;True;False;0
3340634;104699;13;14;9;False;False;False;False;False;False;0
3340635;45253;13;10;16;False;False;False;False;False;False;0
3340636;116060;13;3;17;False;False;False;False;False;False;0
3340637;128349;13;13;18;False;False;False;False;False;False;0
3340638;118021;13;15;5;False;False;False;False;False;True;0
3340639;128348;13;21;6;False;False;False;False;False;False;0
3340640;105061;13;23;11;False;False;False;False;False;False;0
3340641;45383;13;1;0;False;False;False;False;False;False;0
3340642;110654;13;16;12;False;False;False;False;False;False;0
3340643;107208;13;22;15;False;False;False;False;False;False;0
3340644;117424;13;18;4;False;False;False;False;False;False;0
3340645;40836;13;7;20;False;False;False;False;False;False;0
3340646;36207;13;20;19;False;False;False;False;False;False;0
3340647;123125;13;12;8;False;False;False;False;False;False;0
3340648;42446;13;2;14;False;False;False;False;False;False;0
3340649;126345;13;5;3;False;False;False;False;False;False;0
3340742;61681;14;4;1;False;False;False;False;False;False;0
3340743;116136;14;3;3;False;False;False;False;False;False;0
3340744;113281;14;16;4;False;False;False;False;False;False;0
3340745;112376;14;5;13;False;False;False;False;False;False;0
3340746;113284;14;2;14;False;False;False;False;False;False;0
3340747;116652;14;9;10;False;False;False;False;False;False;0
3340748;36770;14;8;6;False;True;True;False;True;True;0
3340749;45945;14;21;16;False;False;False;False;False;False;0
3340750;60380;14;18;17;False;False;False;False;False;False;0
3340751;125870;14;15;18;False;False;False;False;False;False;0
3340752;109005;14;6;5;False;False;False;False;False;False;0
3340753;46825;14;23;15;False;False;False;False;False;False;0
3340754;102901;14;7;9;False;False;False;True;False;False;0
3340755;104677;14;14;2;False;False;False;False;False;False;0
3340756;33185;14;1;0;True;False;False;False;False;False;0
3340757;45144;14;12;11;False;False;False;False;False;False;0
3340758;61672;14;22;12;False;False;False;False;False;False;0
3340759;45946;14;13;19;False;False;False;False;False;False;0
3340760;114506;14;17;7;False;False;False;False;False;False;0
3340761;60928;14;10;20;False;False;False;False;False;False;0
3340762;132959;14;11;21;False;False;False;False;False;False;0
3340763;60884;14;20;8;False;False;False;False;False;False;0
3340764;134044;14;19;22;False;False;False;False;False;False;0
3340650;38054;15;4;1;True;False;False;False;False;False;0
3340651;103845;15;6;2;False;False;False;False;False;False;0
3340652;36807;15;13;13;False;False;False;False;False;False;0
3340653;103551;15;3;14;False;False;False;False;False;False;0
3340654;105057;15;20;7;False;False;False;False;False;False;0
3340655;60622;15;9;8;False;False;False;False;False;False;0
3340656;113707;15;12;22;False;False;False;False;False;False;0
3340657;47076;15;11;21;False;False;False;False;False;False;0
3340658;122035;15;21;10;False;False;False;False;False;False;0
3340659;59547;15;23;5;False;False;False;False;False;False;0
3340660;119695;15;5;4;False;False;False;False;False;False;0
3340661;40150;15;8;6;False;False;False;False;False;False;0
3340662;120439;15;15;17;False;False;False;False;False;False;0
3340663;9042;15;1;0;False;False;False;False;False;False;0
3340664;104289;15;16;11;False;False;False;False;False;False;0
3340665;116137;15;22;12;False;False;False;False;False;False;0
3340666;120514;15;7;18;False;False;False;False;False;False;0
3340667;113297;15;14;19;False;False;False;False;False;False;0
3340668;40871;15;10;9;False;True;True;True;True;True;0
3340669;101644;15;2;16;False;False;False;False;False;False;0
3340670;40154;15;17;15;False;False;False;False;False;False;0
3340671;38338;15;18;3;False;False;False;False;False;False;0
3340672;120428;15;19;20;False;False;False;False;False;False;0
3345379;32844;16;1;0;False;False;False;False;False;False;0
3345380;45497;16;6;1;False;False;False;False;False;False;0
3345381;121422;16;21;2;False;False;False;False;False;False;0
3345382;103506;16;17;16;False;False;False;False;False;False;0
3345383;123152;16;2;4;False;False;False;False;False;False;0
3345384;116066;16;15;6;False;False;False;False;False;False;0
3345385;125778;16;16;7;False;False;False;False;False;False;0
3345386;103404;16;10;8;True;True;True;True;True;False;0
3345387;113663;16;11;20;False;False;False;False;False;False;0
3345388;133543;16;23;9;False;False;False;False;False;True;0
3345389;110838;16;9;10;False;False;False;False;False;False;0
3345390;61082;16;8;19;False;False;False;False;False;False;0
3345391;57006;16;12;11;False;False;False;False;False;False;0
3345392;40273;16;19;13;False;False;False;False;False;False;0
3345393;105039;16;13;12;False;False;False;False;False;False;0
3345394;128740;16;4;15;False;False;False;False;False;False;0
3345395;142236;16;14;17;False;False;False;False;False;False;0
3345396;45247;16;18;5;False;False;False;False;False;False;0
3345397;107204;16;5;14;False;False;False;False;False;False;0
3345398;103133;16;22;18;False;False;False;False;False;False;0
3345399;44669;16;3;3;False;False;False;False;False;False;0
3345400;140819;16;20;21;False;False;False;False;False;False;0
3345401;59959;16;7;22;False;False;False;False;False;False;0
3358473;101870;17;1;12;False;False;False;False;False;False;0
3358474;109123;17;3;1;False;False;False;False;False;False;0
3358475;35191;17;4;2;True;False;False;False;False;False;0
3358476;38765;17;2;3;False;False;False;False;False;False;0
3358477;35321;17;5;16;False;False;False;False;False;False;0
3358478;100526;17;20;5;False;False;False;False;False;False;0
3358479;38062;17;8;17;False;False;False;False;False;False;0
3358480;9425;17;7;6;False;False;True;True;True;False;0
3358481;101872;17;10;19;False;False;False;False;False;False;0
3358482;45368;17;22;20;False;False;False;False;False;False;0
3358483;100992;17;9;21;False;False;False;False;False;False;0
3358484;46865;17;23;0;False;False;False;False;False;False;0
3358485;47550;17;12;11;False;False;False;False;False;False;0
3358486;101845;17;14;13;False;False;False;False;False;False;0
3358487;120699;17;18;14;False;False;False;False;False;False;0
3358488;109911;17;16;15;False;False;False;False;False;False;0
3358489;104794;17;6;4;False;False;False;False;False;False;0
3358490;116226;17;17;8;False;False;False;False;False;False;0
3358491;120854;17;13;18;False;False;False;False;False;False;0
3358492;123721;17;21;7;False;False;False;False;False;False;0
3358493;2586;17;11;10;False;True;False;False;False;True;0
3358494;114932;17;19;22;False;False;False;False;False;False;0
3358495;115079;17;15;9;False;False;False;False;False;False;0
3340696;35067;18;4;1;False;False;False;False;False;False;0
3340697;40904;18;2;2;False;False;False;False;False;False;0
3340698;118050;18;15;14;False;False;False;False;False;False;0
3340699;45373;18;20;9;False;False;False;False;False;False;0
3340700;40173;18;10;10;False;False;False;False;False;True;0
3340701;120782;18;13;21;False;False;False;False;False;False;0
3340702;126613;18;19;22;False;False;False;False;False;False;0
3340703;45374;18;8;17;False;False;False;False;False;False;0
3340704;45504;18;11;8;False;False;False;False;False;False;0
3340705;30341;18;14;6;True;False;True;False;True;False;0
3340706;106409;18;6;5;False;False;False;False;False;False;0
3340707;43415;18;1;0;False;False;False;False;False;False;0
3340708;35492;18;23;11;False;False;False;False;False;False;0
3340709;57011;18;12;12;False;False;False;False;False;False;0
3340710;36743;18;22;3;False;False;False;False;False;False;0
3340711;43243;18;17;15;False;False;False;False;False;False;0
3340712;105043;18;16;4;False;True;False;True;False;False;0
3340713;114574;18;5;16;False;False;False;False;False;False;0
3340714;114085;18;9;20;False;False;False;False;False;False;0
3340715;111231;18;7;19;False;False;False;False;False;False;0
3340716;143427;18;21;7;False;False;False;False;False;False;0
3340717;143428;18;18;18;False;False;False;False;False;False;0
3340718;109904;18;3;13;False;False;False;False;False;False;0
3340857;40937;19;1;0;False;False;False;False;False;False;0
3340858;34437;19;22;11;False;False;False;False;False;False;0
3340859;113662;19;12;12;False;False;False;False;False;False;0
3340860;133002;19;2;13;False;False;False;False;False;False;0
3340861;117709;19;5;2;False;False;False;False;False;False;0
3340862;42647;19;15;1;False;False;False;False;False;False;0
3340863;59706;19;4;3;False;False;False;False;False;False;0
3340864;58594;19;18;14;False;False;False;False;False;False;0
3340865;125652;19;3;4;False;False;False;False;False;False;0
3340866;40936;19;13;15;False;False;False;False;False;False;0
3340867;44659;19;10;5;False;False;False;False;False;False;0
3340868;116233;19;6;16;False;False;False;False;False;False;0
3340869;59709;19;8;17;False;False;False;False;False;False;0
3340870;47680;19;14;6;False;False;False;False;False;False;0
3340871;47374;19;20;7;False;True;True;True;True;False;0
3340872;142353;19;17;18;False;False;False;False;False;False;0
3340873;139707;19;16;19;False;False;False;False;False;False;0
3340874;44328;19;11;9;False;False;False;False;False;False;0
3340875;132059;19;19;8;False;False;False;False;False;False;0
3340876;134422;19;21;20;False;False;False;False;False;False;0
3340877;40002;19;9;10;True;False;False;False;False;True;0
3340878;58653;19;7;21;False;False;False;False;False;False;0
3340879;125740;19;23;22;False;False;False;False;False;False;0
3340949;59997;20;5;13;False;False;False;False;False;False;0
3340950;111174;20;14;2;False;False;False;False;False;False;0
3340951;126110;20;18;15;False;False;False;False;False;False;0
3340952;120305;20;16;4;False;False;False;False;False;False;0
3340953;100219;20;4;1;False;False;False;False;False;False;0
3340954;118614;20;3;14;False;False;False;False;False;False;0
3340955;135410;20;9;10;False;False;False;False;False;False;0
3340956;57032;20;21;22;False;False;False;False;False;False;0
3340957;39324;20;19;6;False;False;False;False;False;False;0
3340958;33799;20;17;9;True;True;True;True;False;True;0
3340959;107224;20;6;16;False;False;False;False;False;False;0
3340960;107541;20;13;17;False;False;False;False;False;False;0
3340961;116254;20;22;5;False;False;False;False;False;False;0
3340962;107142;20;1;11;False;False;False;False;False;False;0
3340963;107934;20;12;0;False;False;False;False;False;False;0
3340964;142827;20;23;12;False;False;False;False;False;False;0
3340965;107821;20;7;21;False;False;False;False;False;False;0
3340966;57031;20;20;7;False;False;False;False;False;False;0
3340967;116252;20;11;19;False;False;False;False;False;False;0
3340968;101883;20;8;8;False;False;False;False;True;False;0
3340969;102905;20;10;18;False;False;False;False;False;False;0
3340970;121361;20;15;20;False;False;False;False;False;False;0
3340971;39730;20;2;3;False;False;False;False;False;False;0
3340558;40742;21;3;2;False;False;False;False;False;False;0
3340559;58632;21;4;1;False;False;False;False;False;False;0
3340560;41124;21;8;9;False;True;True;True;True;True;0
3340561;123131;21;15;8;False;False;False;False;False;False;0
3340562;130357;21;5;13;False;False;False;False;False;False;0
3340563;34813;21;7;10;False;False;False;False;False;False;0
3340564;132246;21;19;22;False;False;False;False;False;False;0
3340565;112378;21;20;21;False;False;False;False;False;False;0
3340566;117766;21;18;16;False;False;False;False;False;False;0
3340567;102526;21;9;7;False;False;False;False;False;False;0
3340568;40740;21;14;5;True;False;False;False;False;False;0
3340569;58634;21;6;15;False;False;False;False;False;False;0
3340570;116357;21;10;6;False;False;False;False;False;False;0
3340571;58633;21;1;11;False;False;False;False;False;False;0
3340572;130355;21;13;12;False;False;False;False;False;False;0
3340573;136776;21;12;0;False;False;False;False;False;False;0
3340574;101378;21;2;4;False;False;False;False;False;False;0
3340575;58636;21;22;17;False;False;False;False;False;False;0
3340576;116356;21;21;3;False;False;False;False;False;False;0
3340577;136775;21;17;14;False;False;False;False;False;False;0
3340578;143425;21;16;18;False;False;False;False;False;False;0
3340579;116354;21;23;19;False;False;False;False;False;False;0
3340580;116355;21;11;20;False;False;False;False;False;False;0
3341110;38784;22;1;0;False;False;False;False;False;False;0
3341111;116649;22;14;1;False;False;False;False;False;False;0
3341112;105020;22;2;2;False;False;False;False;False;False;0
3341113;142782;22;4;3;False;False;False;False;False;False;0
3341114;112307;22;21;4;False;False;False;False;False;False;0
3341115;130318;22;11;5;False;False;False;False;False;False;0
3341116;110657;22;8;6;False;False;False;False;False;False;0
3341117;143431;22;18;7;False;False;False;False;False;False;0
3341118;105023;22;13;8;False;False;False;False;False;False;0
3341119;130319;22;10;9;False;True;True;True;True;True;0
3341120;38412;22;23;10;True;False;False;False;False;False;0
3341121;105028;22;12;11;False;False;False;False;False;False;0
3341122;143432;22;22;12;False;False;False;False;False;False;0
3341123;63453;22;7;13;False;False;False;False;False;False;0
3341124;105021;22;5;14;False;False;False;False;False;False;0
3341125;123307;22;15;15;False;False;False;False;False;False;0
3341126;116329;22;3;16;False;False;False;False;False;False;0
3341127;130317;22;6;19;False;False;False;False;False;False;0
3341128;114078;22;20;17;False;False;False;False;False;False;0
3341129;128479;22;17;18;False;False;False;False;False;False;0
3341130;143429;22;19;22;False;False;False;False;False;False;0
3341131;140243;22;16;20;False;False;False;False;False;False;0
3341132;39976;22;9;21;False;False;False;False;False;False;0
3344698;123211;23;5;14;False;False;False;False;False;False;0
3344699;132349;23;8;9;False;False;False;False;False;False;0
3344700;104168;23;15;8;False;False;False;False;False;False;0
3344701;112096;23;2;15;False;False;False;False;False;False;0
3344702;143824;23;16;12;False;False;False;False;False;False;0
3344703;143825;23;13;16;False;False;False;False;False;False;0
3344704;116397;23;17;2;False;False;False;False;False;False;0
